공휴일후,종류,식사가능인원,출장자수,월,공휴일전,연차쓰기좋은날,일,야근수,휴가자수,석식계,반찬1,요일,재택근무자수,국,정원수,메인메뉴범주_조림,메인메뉴범주_찜,메인메뉴범주_샐러드,메인메뉴범주_국물,메인메뉴범주_튀김,메인메뉴범주_볶음,연,메인메뉴범주_구이
0,한식,2401.0,150,2,0,0,1,238,50,331,2,1,0,3,2601,0,0,0,0,0,0,2016,1
0,중식,2378.0,173,2,0,0,2,319,50,560,6,2,0,5,2601,1,0,0,0,0,0,2016,0
0,한식,2365.0,180,2,0,0,3,111,56,573,2,3,0,4,2601,0,0,0,0,0,0,2016,1
0,양식,2277.0,220,2,0,0,4,355,104,525,3,4,0,2,2601,0,0,1,0,0,0,2016,0
0,한식,2142.0,181,2,1,1,5,34,278,330,5,5,0,3,2601,0,0,0,0,0,1,2016,0
1,일식,2075.0,143,2,0,1,11,417,383,550,3,4,0,4,2601,0,0,0,0,1,0,2016,0
0,한식,2056.0,156,2,0,0,12,93,389,598,1,5,0,4,2601,0,0,0,0,0,0,2016,1
0,한식,2310.0,204,2,0,0,15,482,87,672,7,1,0,5,2601,0,1,0,0,0,0,2016,0
0,한식,2293.0,236,2,0,0,16,526,72,523,8,2,0,4,2601,0,0,0,0,0,1,2016,0
0,중식,2273.0,250,2,0,0,17,23,78,588,2,3,0,4,2601,0,0,0,0,0,0,2016,1
0,한식,2270.0,254,2,0,0,18,367,77,489,2,4,0,4,2601,1,0,0,0,0,0,2016,0
0,한식,2204.0,252,2,0,0,19,69,145,597,3,5,0,3,2601,0,0,0,0,0,0,2016,1
0,한식,2304.0,207,2,0,0,22,434,90,645,4,1,0,4,2601,1,0,0,0,0,0,2016,0
0,일식,2307.0,237,2,0,0,23,488,57,610,2,2,0,4,2601,0,0,0,0,1,0,2016,0
0,한식,2315.0,232,2,0,0,24,14,54,514,7,3,0,4,2601,0,1,0,0,0,0,2016,0
0,일식,2284.0,261,2,0,0,25,335,56,531,3,4,0,2,2601,0,0,0,0,1,0,2016,0
0,한식,2179.0,278,2,0,0,26,42,144,585,2,5,0,3,2601,0,0,0,0,0,0,2016,1
0,한식,1838.0,168,2,1,1,29,110,595,344,2,1,0,4,2601,0,0,0,0,0,0,2016,1
1,한식,2315.0,182,3,0,0,2,261,127,631,8,3,0,4,2624,0,0,0,0,0,1,2016,0
0,일식,2339.0,224,3,0,0,3,351,61,473,4,4,0,2,2624,0,0,0,0,0,1,2016,0
0,한식,2294.0,247,3,0,0,4,79,83,673,1,5,0,5,2624,1,0,0,0,0,0,2016,0
0,한식,2379.0,195,3,0,0,7,456,50,625,7,1,0,5,2624,0,0,0,0,0,1,2016,0
0,일식,2365.0,212,3,0,0,8,426,47,609,1,2,0,4,2624,0,0,0,0,1,0,2016,0
0,일식,2356.0,225,3,0,0,9,0,43,523,2,3,0,3,2624,0,0,0,0,1,0,2016,0
0,중식,2324.0,245,3,0,0,10,290,55,525,3,4,0,5,2624,0,1,0,0,0,0,2016,0
0,한식,2241.0,275,3,0,0,11,76,108,591,2,5,0,4,2624,1,0,0,0,0,0,2016,0
0,한식,2380.0,183,3,0,0,14,376,61,586,5,1,0,4,2624,0,1,0,0,0,0,2016,0
0,중식,2355.0,231,3,0,0,15,399,38,545,2,2,0,4,2624,0,0,1,0,0,0,2016,0
0,한식,2361.0,213,3,0,0,16,0,50,531,2,3,0,4,2624,0,0,0,0,0,1,2016,0
0,양식,2330.0,242,3,0,0,17,327,52,548,3,4,0,1,2624,0,0,0,0,0,0,2016,1
0,한식,2229.0,277,3,0,0,18,57,118,521,3,5,0,3,2624,0,1,0,0,0,0,2016,0
0,한식,2354.0,205,3,0,0,21,329,65,605,3,1,0,4,2624,0,1,0,0,0,0,2016,0
0,중식,2375.0,208,3,0,0,22,378,41,585,3,2,0,4,2624,0,1,0,0,0,0,2016,0
0,한식,2346.0,236,3,0,0,23,0,42,544,3,3,0,5,2624,0,0,0,0,0,0,2016,1
0,일식,2320.0,251,3,0,0,24,293,53,507,3,4,0,4,2624,0,0,0,0,1,0,2016,0
0,중식,2251.0,275,3,0,0,25,59,98,523,7,5,0,4,2624,0,0,0,1,0,0,2016,0
0,중식,2350.0,197,3,0,0,28,299,77,637,6,1,0,4,2624,1,0,0,0,0,0,2016,0
0,중식,2327.0,245,3,0,0,29,259,52,465,7,2,0,4,2624,0,0,0,0,1,0,2016,0
0,한식,2346.0,230,3,0,0,30,0,48,463,7,3,0,5,2624,0,1,0,0,0,0,2016,0
0,일식,2340.0,248,3,0,0,31,158,36,526,3,4,0,2,2624,0,0,0,0,0,0,2016,1
0,중식,2286.0,254,4,0,0,1,47,103,591,5,5,0,3,2643,0,0,0,0,1,0,2016,0
0,한식,2360.0,221,4,0,0,4,367,62,614,2,1,0,4,2643,1,0,0,0,0,0,2016,0
0,중식,2370.0,242,4,0,0,5,370,31,555,3,2,0,4,2643,0,0,0,0,0,0,2016,1
0,한식,2357.0,249,4,0,0,6,0,37,492,5,3,0,4,2643,0,1,0,0,0,0,2016,0
0,일식,2338.0,258,4,0,0,7,339,47,524,3,4,0,2,2643,0,0,1,0,0,0,2016,0
0,한식,2273.0,283,4,0,0,8,64,87,542,1,5,0,5,2643,0,0,0,0,0,0,2016,1
0,한식,2358.0,203,4,0,0,11,392,82,536,2,1,0,3,2643,0,1,0,0,0,0,2016,0
0,일식,2342.0,225,4,0,0,12,239,76,500,4,2,0,4,2643,0,0,0,0,0,1,2016,0
0,한식,2285.0,252,4,0,0,14,326,106,562,2,4,0,4,2643,0,0,0,0,0,0,2016,1
0,한식,2231.0,281,4,0,0,15,82,131,582,1,5,0,4,2643,0,0,0,0,1,0,2016,0
0,중식,2337.0,225,4,0,0,18,330,81,525,6,1,0,5,2643,1,0,0,0,0,0,2016,0
0,한식,2360.0,239,4,0,0,19,387,44,449,3,2,0,4,2643,0,0,0,0,0,0,2016,1
0,한식,2334.0,262,4,0,0,20,0,47,504,5,3,0,5,2643,0,0,0,1,0,0,2016,0
0,일식,2313.0,264,4,0,0,21,312,66,531,2,4,0,4,2643,0,0,0,0,1,0,2016,0
0,중식,2218.0,275,4,0,0,22,86,150,557,2,5,0,4,2643,0,0,0,1,0,0,2016,0
0,중식,2346.0,201,4,0,0,25,281,96,528,5,1,0,5,2643,0,0,0,0,1,0,2016,0
0,중식,2365.0,227,4,0,0,26,304,51,568,8,2,0,4,2643,0,0,0,0,0,0,2016,1
0,한식,2338.0,234,4,0,0,27,0,71,490,2,3,0,4,2643,1,0,0,0,0,0,2016,0
0,일식,2318.0,269,4,0,0,28,196,56,508,3,4,0,2,2643,0,0,0,1,0,0,2016,0
0,중식,2222.0,282,4,0,0,29,28,139,507,3,5,0,4,2643,0,0,0,0,0,1,2016,0
0,한식,2341.0,214,5,0,0,2,302,80,551,8,1,0,5,2635,0,0,0,0,0,1,2016,0
0,중식,2319.0,251,5,0,0,3,292,65,515,7,2,0,4,2635,0,0,0,1,0,0,2016,0
0,일식,2241.0,244,5,1,1,4,0,150,636,1,3,0,4,2635,0,0,0,0,0,0,2016,1
1,한식,2301.0,233,5,0,1,9,344,101,591,2,1,0,3,2635,0,0,0,0,1,0,2016,0
0,중식,2330.0,252,5,0,0,10,350,53,519,3,2,0,4,2635,0,1,0,0,0,0,2016,0
0,한식,2309.0,266,5,0,0,11,0,60,423,2,3,0,4,2635,0,0,0,1,0,0,2016,0
0,양식,2290.0,274,5,0,0,12,315,71,532,3,4,0,2,2635,0,0,1,0,0,0,2016,0
0,한식,2182.0,268,5,0,0,13,80,185,517,2,5,0,3,2635,0,0,0,0,1,0,2016,0
0,한식,2320.0,216,5,0,0,16,368,99,594,6,1,0,3,2635,0,0,0,0,0,1,2016,0
0,일식,2340.0,254,5,0,0,17,377,41,633,4,2,0,2,2635,0,0,0,0,0,1,2016,0
0,한식,2307.0,257,5,0,0,18,0,71,456,2,3,0,4,2635,0,0,0,0,0,0,2016,1
0,중식,2304.0,266,5,0,0,19,264,65,529,7,4,0,4,2635,0,0,0,1,0,0,2016,0
0,한식,2179.0,287,5,0,0,20,56,169,487,2,5,0,3,2635,0,0,0,0,0,0,2016,1
0,일식,2344.0,203,5,0,0,23,362,88,613,5,1,0,4,2635,0,0,0,0,1,0,2016,0
0,일식,2327.0,234,5,0,0,24,310,74,465,3,2,0,4,2635,0,0,0,0,0,0,2016,1
0,한식,2305.0,258,5,0,0,25,0,72,454,7,3,0,4,2635,0,1,0,0,0,0,2016,0
0,중식,2286.0,285,5,0,0,26,227,64,520,3,4,0,4,2635,0,0,0,0,1,0,2016,0
0,한식,2181.0,291,5,0,0,27,61,163,493,7,5,0,5,2635,0,0,0,0,0,1,2016,0
0,한식,2347.0,215,5,0,0,30,291,73,631,1,1,0,4,2635,1,0,0,0,0,0,2016,0
0,일식,2335.0,250,5,0,0,31,185,50,535,1,2,0,2,2635,0,0,0,0,1,0,2016,0
0,한식,2317.0,245,6,0,0,1,0,75,490,8,3,0,5,2637,0,0,0,0,0,1,2016,0
0,중식,2298.0,258,6,0,0,2,301,81,483,3,4,0,4,2637,0,0,0,0,0,1,2016,0
0,일식,2178.0,268,6,1,1,3,64,191,548,1,5,0,4,2637,0,0,0,0,1,0,2016,0
1,한식,2330.0,192,6,0,1,7,389,115,629,1,2,0,4,2637,1,0,0,0,0,0,2016,0
0,한식,2339.0,240,6,0,0,8,0,58,500,2,3,0,3,2637,0,0,0,0,0,0,2016,1
0,일식,2316.0,252,6,0,0,9,359,69,506,2,4,0,2,2637,0,0,1,0,0,0,2016,0
0,한식,2216.0,270,6,0,0,10,61,151,509,8,5,0,5,2637,0,0,0,0,0,1,2016,0
0,일식,2330.0,209,6,0,0,13,415,98,590,2,1,0,4,2637,1,0,0,0,0,0,2016,0
0,일식,2340.0,241,6,0,0,14,432,56,593,9,2,0,4,2637,0,0,1,0,0,0,2016,0
0,한식,2317.0,260,6,0,0,15,0,60,535,2,3,0,3,2637,0,0,0,0,0,1,2016,0
0,일식,2301.0,263,6,0,0,16,336,73,524,5,4,0,2,2637,0,0,0,0,1,0,2016,0
0,중식,2181.0,291,6,0,0,17,60,165,484,6,5,0,3,2637,1,0,0,0,0,0,2016,0
0,한식,2279.0,257,6,0,0,20,344,101,585,8,1,0,4,2637,0,0,0,0,0,1,2016,0
0,일식,2340.0,248,6,0,0,21,349,49,645,3,2,0,2,2637,0,0,1,0,0,0,2016,0
0,한식,2332.0,258,6,0,0,22,0,47,467,3,3,0,3,2637,0,1,0,0,0,0,2016,0
0,양식,2313.0,271,6,0,0,23,346,53,588,3,4,0,1,2637,0,0,0,1,0,0,2016,0
0,한식,2184.0,284,6,0,0,24,52,169,475,2,5,0,4,2637,0,0,0,1,0,0,2016,0
0,한식,2314.0,227,6,0,0,27,300,96,609,3,1,0,4,2637,1,0,0,0,0,0,2016,0
0,중식,2321.0,253,6,0,0,28,226,63,535,3,2,0,4,2637,0,0,0,1,0,0,2016,0
0,한식,2322.0,248,6,0,0,29,0,67,487,3,3,0,4,2637,0,1,0,0,0,0,2016,0
0,일식,2314.0,247,6,0,0,30,151,76,446,3,4,0,2,2637,0,0,0,0,0,0,2016,1
0,중식,2283.0,215,7,0,0,1,41,145,513,5,5,0,3,2643,0,0,0,0,1,0,2016,0
0,한식,2365.0,190,7,0,0,4,385,88,582,5,1,0,4,2643,0,0,0,1,0,0,2016,0
0,중식,2362.0,226,7,0,0,5,376,55,551,2,2,0,4,2643,0,0,0,1,0,0,2016,0
0,한식,2363.0,224,7,0,0,6,0,56,484,2,3,0,4,2643,0,0,0,0,0,1,2016,0
0,양식,2341.0,238,7,0,0,7,340,64,494,3,4,0,1,2643,0,0,0,1,0,0,2016,0
0,중식,2228.0,260,7,0,0,8,60,155,534,3,5,0,5,2643,0,0,0,0,0,1,2016,0
0,한식,2312.0,210,7,0,0,11,366,121,630,2,1,0,4,2643,0,0,0,0,1,0,2016,0
0,중식,2348.0,223,7,0,0,12,382,72,519,1,2,0,2,2643,0,0,0,0,1,0,2016,0
0,한식,2323.0,241,7,0,0,13,0,79,483,2,3,0,3,2643,0,0,0,0,0,0,2016,1
0,한식,2307.0,252,7,0,0,14,308,84,550,3,4,0,1,2643,0,0,1,0,0,0,2016,0
0,한식,2193.0,261,7,0,0,15,55,189,503,8,5,0,5,2643,1,0,0,0,0,0,2016,0
0,일식,2309.0,208,7,0,0,18,343,126,596,2,1,0,4,2643,0,0,0,0,0,0,2016,1
0,한식,2299.0,233,7,0,0,19,263,111,424,3,2,0,4,2643,0,0,0,0,0,0,2016,1
0,한식,2281.0,238,7,0,0,20,0,124,443,5,3,0,5,2643,0,0,0,0,1,0,2016,0
0,중식,2273.0,255,7,0,0,21,263,115,446,6,4,0,4,2643,1,0,0,0,0,0,2016,0
0,중식,2120.0,272,7,0,0,22,47,251,501,5,5,0,4,2643,0,0,0,0,1,0,2016,0
0,일식,2186.0,180,7,0,0,25,247,277,584,1,1,0,4,2643,0,0,0,0,1,0,2016,0
0,일식,2198.0,185,7,0,0,26,269,260,582,2,2,0,2,2643,0,0,1,0,0,0,2016,0
0,한식,2152.0,192,7,0,0,27,0,299,423,5,3,0,5,2643,0,0,0,1,0,0,2016,0
0,일식,2099.0,204,7,0,0,28,197,340,434,3,4,0,4,2643,0,0,1,0,0,0,2016,0
0,한식,1950.0,207,7,0,0,29,36,486,472,3,5,0,4,2643,0,1,0,0,0,0,2016,0
0,한식,2023.0,109,8,0,0,1,238,512,510,8,1,0,4,2644,0,0,0,0,0,1,2016,0
0,중식,2017.0,167,8,0,0,2,268,460,515,3,2,0,5,2644,1,0,0,0,0,0,2016,0
0,일식,1976.0,183,8,0,0,3,0,485,363,8,3,0,2,2644,0,0,0,0,0,0,2016,1
0,일식,1977.0,200,8,0,0,4,262,467,456,4,4,0,4,2644,0,0,0,0,0,1,2016,0
0,한식,1894.0,212,8,0,0,5,46,538,448,6,5,0,3,2644,0,0,0,0,0,1,2016,0
0,한식,2043.0,180,8,0,0,8,255,421,480,5,1,0,5,2644,0,1,0,0,0,0,2016,0
0,양식,2070.0,182,8,0,0,9,286,392,470,3,2,0,2,2644,0,0,1,0,0,0,2016,0
0,한식,2045.0,188,8,0,0,10,0,411,451,2,3,0,3,2644,0,0,0,0,0,1,2016,0
0,양식,2029.0,202,8,0,0,11,295,413,530,5,4,0,4,2644,0,0,0,0,1,0,2016,0
0,한식,1842.0,215,8,1,1,12,60,587,410,2,5,0,4,2644,0,0,0,0,0,0,2016,1
1,중식,2115.0,177,8,0,1,16,351,352,561,3,2,0,4,2644,0,0,1,0,0,0,2016,0
0,한식,2142.0,191,8,0,0,17,0,311,465,7,3,0,4,2644,0,0,0,0,0,1,2016,0
0,일식,2155.0,215,8,0,0,18,364,274,574,2,4,0,2,2644,0,0,0,0,1,0,2016,0
0,한식,2062.0,237,8,0,0,19,59,345,532,9,5,0,4,2644,0,0,0,0,0,0,2016,1
0,한식,2370.0,159,8,0,0,22,458,115,729,7,1,0,4,2644,0,0,0,0,0,1,2016,0
0,중식,2347.0,211,8,0,0,23,386,86,563,3,2,0,4,2644,0,0,0,0,0,0,2016,1
0,한식,2322.0,209,8,0,0,24,0,113,588,7,3,0,4,2644,0,1,0,0,0,0,2016,0
0,중식,2280.0,241,8,0,0,25,308,123,508,3,4,0,1,2644,0,0,0,0,1,0,2016,0
0,한식,2181.0,269,8,0,0,26,70,194,489,6,5,0,4,2644,0,0,0,0,0,1,2016,0
0,한식,2310.0,202,8,0,0,29,352,132,568,5,1,0,3,2644,0,0,0,0,0,1,2016,0
0,중식,2306.0,242,8,0,0,30,268,96,514,1,2,0,4,2644,0,0,0,0,1,0,2016,0
0,중식,2310.0,236,8,0,0,31,0,98,498,7,3,0,4,2644,0,0,0,0,1,0,2016,0
0,양식,2420.0,250,9,0,0,1,336,99,468,3,4,0,1,2769,0,0,0,0,0,0,2016,1
0,한식,2313.0,279,9,0,0,2,76,177,460,7,5,0,5,2769,1,0,0,0,0,0,2016,0
0,한식,2444.0,225,9,0,0,5,447,100,554,7,1,0,5,2769,0,0,0,0,0,1,2016,0
0,양식,2457.0,253,9,0,0,6,477,59,560,3,2,0,4,2769,0,0,1,0,0,0,2016,0
0,한식,2463.0,241,9,0,0,7,0,65,504,5,3,0,4,2769,0,0,0,0,0,0,2016,1
0,일식,2445.0,255,9,0,0,8,438,69,548,2,4,0,2,2769,0,0,0,0,1,0,2016,0
0,한식,2344.0,288,9,0,0,9,86,137,485,2,5,0,3,2769,0,0,0,0,0,0,2016,1
0,중식,2265.0,176,9,0,1,12,306,328,504,3,1,0,2,2769,0,0,0,0,0,0,2016,1
0,한식,2150.0,108,9,1,1,13,52,511,238,6,2,0,4,2769,0,0,0,0,0,1,2016,0
1,한식,2422.0,180,9,0,1,19,550,167,662,3,1,0,4,2769,0,0,0,1,0,0,2016,0
0,한식,2473.0,227,9,0,0,20,588,69,627,6,2,0,4,2769,0,0,0,0,1,0,2016,0
0,한식,2465.0,246,9,0,0,21,0,58,603,8,3,0,4,2769,1,0,0,0,0,0,2016,0
0,일식,2379.0,253,9,0,0,22,403,137,533,4,4,0,2,2769,0,0,0,0,0,1,2016,0
0,일식,2326.0,278,9,0,0,23,99,165,562,1,5,0,4,2769,0,0,0,0,1,0,2016,0
0,한식,2475.0,224,9,0,0,26,494,70,710,2,1,0,4,2769,1,0,0,0,0,0,2016,0
0,중식,2480.0,233,9,0,0,27,380,56,550,2,2,0,4,2769,0,0,0,1,0,0,2016,0
0,한식,2494.0,225,9,0,0,28,0,50,591,4,3,0,5,2769,0,0,0,0,0,0,2016,1
0,일식,2389.0,227,9,0,0,29,331,153,622,2,4,0,2,2769,0,0,1,0,0,0,2016,0
0,한식,2355.0,256,9,0,0,30,59,158,539,7,5,0,4,2769,0,0,0,0,1,0,2016,0
0,한식,2372.0,239,10,0,0,4,1035,59,902,5,2,0,4,2670,0,0,0,0,0,1,2016,0
0,한식,2401.0,228,10,0,0,5,0,41,905,1,3,0,4,2670,1,0,0,0,0,0,2016,0
0,중식,2369.0,245,10,0,0,6,378,56,352,3,4,0,5,2670,0,0,0,0,1,0,2016,0
0,한식,2274.0,252,10,0,0,7,80,144,554,2,5,0,3,2670,1,0,0,0,0,0,2016,0
0,한식,2350.0,216,10,0,0,10,443,104,546,7,1,0,4,2670,0,0,0,0,0,1,2016,0
0,중식,2345.0,256,10,0,0,11,386,69,522,4,2,0,4,2670,0,0,0,0,0,1,2016,0
0,한식,2355.0,251,10,0,0,12,0,64,527,5,3,0,5,2670,0,0,0,0,0,0,2016,1
0,중식,2342.0,262,10,0,0,13,612,66,667,3,4,0,2,2670,0,1,0,0,0,0,2016,0
0,중식,2261.0,265,10,0,0,14,172,144,544,2,5,0,4,2670,0,0,0,1,0,0,2016,0
0,한식,2322.0,241,10,0,0,17,425,107,527,5,1,0,4,2670,0,1,0,0,0,0,2016,0
0,일식,2355.0,262,10,0,0,18,394,53,544,3,2,0,1,2670,0,1,0,0,0,0,2016,0
0,한식,2331.0,267,10,0,0,19,0,72,475,7,3,0,5,2670,0,1,0,0,0,0,2016,0
0,양식,2296.0,269,10,0,0,20,281,105,564,3,4,0,4,2670,0,0,1,0,0,0,2016,0
0,한식,2162.0,280,10,0,0,21,62,228,442,2,5,0,3,2670,0,0,0,0,0,1,2016,0
0,한식,2327.0,223,10,0,0,24,367,120,600,5,1,0,5,2670,0,0,0,0,1,0,2016,0
0,일식,2338.0,259,10,0,0,25,345,73,559,9,2,0,4,2670,0,0,1,0,0,0,2016,0
0,한식,2323.0,258,10,0,0,26,0,89,410,2,3,0,3,2670,0,1,0,0,0,0,2016,0
0,중식,2304.0,272,10,0,0,27,240,94,454,6,4,0,5,2670,1,0,0,0,0,0,2016,0
0,한식,2201.0,277,10,0,0,28,63,192,475,4,5,0,5,2670,1,0,0,0,0,0,2016,0
0,한식,2313.0,223,10,0,0,31,255,134,540,2,1,0,4,2670,0,0,0,0,0,0,2016,1
0,중식,2407.0,212,11,0,0,1,515,70,578,3,2,0,5,2689,0,0,0,0,1,0,2016,0
0,중식,2385.0,231,11,0,0,2,0,73,540,7,3,0,4,2689,0,1,0,0,0,0,2016,0
0,일식,2334.0,283,11,0,0,3,408,72,553,2,4,0,4,2689,0,0,0,0,0,0,2016,1
0,한식,2245.0,276,11,0,0,4,81,168,497,7,5,0,4,2689,0,0,0,0,0,1,2016,0
0,한식,2334.0,222,11,0,0,7,539,133,506,2,1,0,4,2689,0,0,0,0,1,0,2016,0
0,중식,2379.0,250,11,0,0,8,503,60,512,8,2,0,4,2689,0,0,0,0,0,1,2016,0
0,한식,2364.0,267,11,0,0,9,0,58,499,2,3,0,4,2689,0,0,0,0,0,0,2016,1
0,한식,2349.0,267,11,0,0,10,385,73,513,2,4,0,4,2689,0,0,0,1,0,0,2016,0
0,한식,2230.0,286,11,0,0,11,69,173,426,4,5,0,3,2689,1,0,0,0,0,0,2016,0
0,한식,2370.0,227,11,0,0,14,461,92,539,7,1,0,4,2689,0,1,0,0,0,0,2016,0
0,중식,2350.0,273,11,0,0,15,418,66,418,3,2,0,4,2689,0,0,0,0,0,0,2016,1
0,일식,2379.0,250,11,0,0,16,0,60,463,1,3,0,5,2689,0,0,0,0,1,0,2016,0
0,일식,2292.0,263,11,0,0,17,411,134,551,4,4,0,2,2689,0,0,0,0,0,1,2016,0
0,중식,2183.0,287,11,0,0,18,57,219,388,2,5,0,3,2689,0,0,0,1,0,0,2016,0
0,한식,2393.0,202,11,0,0,21,522,94,616,7,1,0,5,2689,0,1,0,0,0,0,2016,0
0,중식,2406.0,238,11,0,0,22,452,45,580,2,2,0,4,2689,0,0,0,0,1,0,2016,0
0,한식,2386.0,251,11,0,0,23,0,52,482,6,3,0,3,2689,0,0,0,0,0,1,2016,0
0,일식,2366.0,262,11,0,0,24,351,61,498,3,4,0,2,2689,0,0,0,0,0,0,2016,1
0,한식,2210.0,279,11,0,0,25,68,200,392,6,5,0,4,2689,0,0,0,0,1,0,2016,0
0,한식,2356.0,219,11,0,0,28,397,114,623,5,1,0,4,2689,0,0,0,0,1,0,2016,0
0,중식,2387.0,218,11,0,0,29,388,84,587,3,2,0,5,2689,0,0,1,0,0,0,2016,0
0,중식,2378.0,243,12,0,0,1,688,84,571,1,4,0,4,2705,0,0,0,0,1,0,2016,0
0,한식,2250.0,272,12,0,0,2,152,183,448,1,5,0,5,2705,1,0,0,0,0,0,2016,0
0,한식,2397.0,207,12,0,0,5,839,101,560,8,1,0,4,2705,0,0,0,0,0,1,2016,0
0,일식,2414.0,222,12,0,0,6,799,69,593,3,2,0,2,2705,1,0,0,0,0,0,2016,0
0,중식,2404.0,232,12,0,0,7,0,69,468,5,3,0,4,2705,0,0,0,0,1,0,2016,0
0,한식,2367.0,262,12,0,0,8,587,76,512,2,4,0,4,2705,0,0,0,1,0,0,2016,0
0,한식,2225.0,284,12,0,0,9,152,196,416,6,5,0,3,2705,0,0,0,0,0,1,2016,0
0,중식,2410.0,193,12,0,0,12,633,102,544,6,1,0,5,2705,1,0,0,0,0,0,2016,0
0,양식,2414.0,226,12,0,0,13,511,65,482,3,2,0,1,2705,0,0,0,0,0,1,2016,0
0,한식,2376.0,247,12,0,0,14,0,82,441,5,3,0,1,2705,0,1,0,0,0,0,2016,0
0,일식,2373.0,234,12,0,0,15,229,98,499,4,4,0,4,2705,0,0,0,0,0,1,2016,0
0,한식,2276.0,262,12,0,0,16,37,167,518,7,5,0,4,2705,0,1,0,0,0,0,2016,0
0,중식,2384.0,217,12,0,0,19,197,104,482,2,1,0,3,2705,0,0,0,1,0,0,2016,0
0,일식,2378.0,238,12,0,0,20,126,89,461,2,2,0,2,2705,0,0,1,0,0,0,2016,0
0,한식,2403.0,230,12,0,0,21,0,72,494,7,3,0,5,2705,1,0,0,0,0,0,2016,0
0,중식,2345.0,242,12,0,0,22,32,118,213,7,4,0,5,2705,0,0,0,1,0,0,2016,0
0,한식,2119.0,243,12,0,0,23,7,343,398,4,5,0,4,2705,0,0,0,0,0,1,2016,0
0,한식,2305.0,194,12,0,0,26,63,206,328,2,1,0,4,2705,0,1,0,0,0,0,2016,0
0,중식,2342.0,236,12,0,0,27,51,127,314,7,2,0,4,2705,0,0,0,0,1,0,2016,0
0,일식,2262.0,201,12,1,0,29,42,242,343,8,4,0,2,2705,0,0,0,0,0,0,2016,1
0,한식,2049.0,127,12,0,0,30,3,529,275,5,5,0,4,2705,0,0,0,1,0,0,2016,0
0,한식,2499.0,102,1,0,0,2,272,96,559,7,1,0,5,2697,1,0,0,0,0,0,2017,0
0,일식,2478.0,158,1,0,0,3,259,61,364,1,2,0,4,2697,0,0,0,0,1,0,2017,0
0,일식,2460.0,170,1,0,0,4,0,67,427,5,3,0,1,2697,1,0,0,0,0,0,2017,0
0,중식,2411.0,207,1,0,0,5,316,79,531,6,4,0,4,2697,1,0,0,0,0,0,2017,0
0,한식,2284.0,224,1,0,0,6,74,189,523,7,5,0,4,2697,0,1,0,0,0,0,2017,0
0,한식,2410.0,166,1,0,0,9,445,121,620,5,1,0,4,2697,0,0,0,0,1,0,2017,0
