휴가자수,공휴일후,식사가능인원,요일넘버,출장자수,월,공휴일전,정원수,연차쓰기좋은날,야근수,종류,일,반찬1,요일,재택근무자수,국,중식계,메인메뉴범주_조림,메인메뉴범주_찜,메인메뉴범주_샐러드,메인메뉴범주_국물,메인메뉴범주_튀김,메인메뉴범주_볶음,메인메뉴범주_구이
93,0,2368.0,3,236,1,0,2697,0,334,한식,19,7,4,0,4,866,0,0,0,0,0,1,0
207,0,2223.0,4,267,1,0,2697,0,61,한식,20,2,5,0,3,709,0,0,0,0,1,0,0
108,0,2387.0,0,202,1,0,2697,0,396,한식,23,5,1,0,4,1152,0,0,0,0,0,1,0
63,0,2416.0,1,218,1,0,2697,0,273,한식,24,8,2,0,5,974,0,0,0,0,0,1,0
79,0,2415.0,2,203,1,0,2697,0,0,중식,25,5,3,0,4,720,0,0,0,0,1,0,0
369,0,2211.0,3,117,1,1,2697,1,28,한식,26,8,4,0,4,844,0,1,0,0,0,0,0
177,1,2462.0,1,58,1,0,2697,1,278,한식,31,8,2,0,4,1240,0,0,0,0,0,1,0
61,0,2392.0,2,179,2,0,2632,0,0,한식,1,8,3,0,4,1260,0,0,0,0,0,1,0
45,0,2370.0,3,217,2,0,2632,0,427,한식,2,1,4,0,4,1005,0,0,0,0,0,0,1
104,0,2275.0,4,253,2,0,2632,0,92,한식,3,6,5,0,4,854,0,0,0,0,0,1,0
49,0,2381.0,0,202,2,0,2632,0,610,한식,6,5,1,0,4,1319,0,0,0,0,0,1,0
40,0,2385.0,1,207,2,0,2632,0,565,중식,7,6,2,0,5,1114,1,0,0,0,0,0,0
52,0,2374.0,2,206,2,0,2632,0,0,한식,8,5,3,0,4,1068,0,0,0,0,0,0,1
65,0,2340.0,3,227,2,0,2632,0,377,일식,9,1,4,0,4,953,0,0,0,0,1,0,0
149,0,2199.0,4,284,2,0,2632,0,59,한식,10,2,5,0,3,797,0,0,0,0,0,0,1
61,0,2375.0,0,196,2,0,2632,0,505,한식,13,7,1,0,3,1364,0,0,0,0,0,1,0
53,0,2356.0,1,223,2,0,2632,0,444,한식,14,6,2,0,4,997,0,0,0,0,0,1,0
51,0,2348.0,2,233,2,0,2632,0,0,한식,15,5,3,0,4,1045,0,0,0,0,1,0,0
56,0,2336.0,3,240,2,0,2632,0,419,한식,16,8,4,0,5,968,0,0,0,0,0,1,0
144,0,2219.0,4,269,2,0,2632,0,73,한식,17,7,5,0,5,753,0,1,0,0,0,0,0
104,0,2329.0,0,199,2,0,2632,0,494,중식,20,7,1,0,4,1216,0,1,0,0,0,0,0
63,0,2343.0,1,226,2,0,2632,0,445,한식,21,6,2,0,4,1004,0,0,0,0,0,1,0
75,0,2305.0,2,252,2,0,2632,0,0,일식,22,2,3,0,4,1065,0,0,0,0,1,0,0
75,0,2285.0,3,272,2,0,2632,0,307,한식,23,7,4,0,4,917,0,1,0,0,0,0,0
174,0,2167.0,4,291,2,0,2632,0,63,중식,24,5,5,0,4,698,0,0,0,0,1,0,0
134,0,2317.0,0,181,2,0,2632,0,368,한식,27,9,1,0,4,1141,0,0,0,0,0,0,1
156,0,2273.0,1,203,2,1,2632,0,179,한식,28,8,2,0,4,956,0,0,0,0,0,1,0
190,1,2222.0,3,215,3,0,2627,0,428,한식,2,5,4,0,4,1057,0,0,0,0,1,0,0
174,0,2197.0,4,256,3,0,2627,0,70,일식,3,4,5,0,4,926,0,0,0,0,0,0,1
63,0,2363.0,0,201,3,0,2627,0,490,한식,6,5,1,0,5,1311,0,0,0,0,0,1,0
41,0,2372.0,1,214,3,0,2627,0,455,한식,7,7,2,0,4,994,0,0,0,0,1,0,0
46,0,2348.0,2,233,3,0,2627,0,0,한식,8,2,3,0,4,879,0,0,0,0,0,1,0
55,0,2318.0,3,254,3,0,2627,0,346,한식,9,5,4,0,4,954,0,0,0,0,1,0,0
145,0,2191.0,4,291,3,0,2627,0,63,한식,10,2,5,0,4,664,0,0,0,0,0,1,0
82,0,2334.0,0,211,3,0,2627,0,449,한식,13,8,1,0,5,1295,0,0,0,0,0,1,0
46,0,2351.0,1,230,3,0,2627,0,437,한식,14,1,2,0,5,972,1,0,0,0,0,0,0
40,0,2353.0,2,234,3,0,2627,0,0,한식,15,5,3,0,4,961,0,1,0,0,0,0,0
47,0,2321.0,3,259,3,0,2627,0,357,한식,16,7,4,0,4,951,0,0,0,0,0,1,0
129,0,2199.0,4,299,3,0,2627,0,59,한식,17,5,5,0,4,625,0,0,0,0,1,0,0
86,0,2334.0,0,207,3,0,2627,0,390,한식,20,8,1,0,4,1328,0,0,0,0,0,1,0
55,0,2350.0,1,222,3,0,2627,0,454,한식,21,8,2,0,4,940,1,0,0,0,0,0,0
53,0,2339.0,2,235,3,0,2627,0,0,중식,22,5,3,0,4,953,0,0,0,0,1,0,0
62,0,2320.0,3,245,3,0,2627,0,321,한식,23,7,4,0,4,911,0,1,0,0,0,0,0
181,0,2167.0,4,279,3,0,2627,0,50,중식,24,3,5,0,5,644,0,0,0,0,0,1,0
105,0,2280.0,0,242,3,0,2627,0,360,한식,27,8,1,0,5,1114,0,0,0,0,0,1,0
44,0,2335.0,1,248,3,0,2627,0,368,한식,28,6,2,0,3,970,0,0,0,0,0,1,0
42,0,2348.0,2,237,3,0,2627,0,0,한식,29,8,3,0,4,966,0,0,0,0,0,1,0
67,0,2282.0,3,278,3,0,2627,0,223,중식,30,7,4,0,5,802,0,0,0,1,0,0,0
147,0,2184.0,4,296,3,0,2627,0,45,일식,31,2,5,0,3,639,0,0,0,0,1,0,0
81,0,2347.0,0,198,4,0,2626,0,465,한식,3,9,1,0,5,1258,0,0,0,0,0,0,1
54,0,2360.0,1,212,4,0,2626,0,418,한식,4,8,2,0,4,809,0,0,0,0,0,1,0
63,0,2312.0,2,251,4,0,2626,0,0,중식,5,6,3,0,4,1060,1,0,0,0,0,0,0
65,0,2290.0,3,271,4,0,2626,0,317,한식,6,5,4,0,4,897,0,0,0,0,1,0,0
151,0,2184.0,4,291,4,0,2626,0,67,한식,7,4,5,0,3,602,0,0,0,0,0,0,1
81,0,2316.0,0,229,4,0,2626,0,418,한식,10,6,1,0,4,1218,0,0,0,0,0,1,0
44,0,2348.0,1,234,4,0,2626,0,440,한식,11,2,2,0,4,994,0,0,0,1,0,0,0
41,0,2344.0,2,241,4,0,2626,0,0,한식,12,7,3,0,4,893,0,0,0,0,0,0,1
61,0,2295.0,3,270,4,0,2626,0,318,일식,13,5,4,0,5,784,1,0,0,0,0,0,0
122,0,2206.0,4,298,4,0,2626,0,55,한식,14,2,5,0,3,541,0,0,0,0,0,1,0
82,0,2324.0,0,220,4,0,2626,0,434,한식,17,7,1,0,4,1237,0,0,0,0,0,1,0
57,0,2325.0,1,244,4,0,2626,0,405,한식,18,8,2,0,4,839,1,0,0,0,0,0,0
36,0,2334.0,2,256,4,0,2626,0,0,중식,19,2,3,0,4,871,0,0,0,1,0,0,0
44,0,2294.0,3,288,4,0,2626,0,284,한식,20,7,4,0,4,713,0,1,0,0,0,0,0
137,0,2182.0,4,307,4,0,2626,0,59,한식,21,8,5,0,4,547,0,0,0,0,0,1,0
76,0,2290.0,0,260,4,0,2626,0,373,한식,24,8,1,0,4,1109,0,0,0,0,0,1,0
69,0,2269.0,1,288,4,0,2626,0,336,한식,25,5,2,0,3,791,0,0,0,0,1,0,0
45,0,2277.0,2,304,4,0,2626,0,0,한식,26,2,3,0,4,835,0,0,0,0,1,0,0
61,0,2254.0,3,311,4,0,2626,0,183,양식,27,1,4,0,4,788,0,0,0,0,0,0,1
161,0,2155.0,4,310,4,0,2626,0,44,중식,28,7,5,0,5,575,0,0,0,1,0,0,0
933,0,1581.0,1,123,5,1,2637,0,88,한식,2,9,2,0,4,525,0,0,0,0,0,0,1
1224,0,1372.0,3,41,5,1,2637,1,45,한식,4,5,4,0,4,383,0,0,0,0,0,1,0
715,0,1792.0,0,130,5,1,2637,1,151,한식,8,8,1,0,4,792,0,0,0,0,0,1,0
68,1,2346.0,2,223,5,0,2637,0,0,한식,10,7,3,0,4,1235,0,0,0,0,0,1,0
57,0,2316.0,3,264,5,0,2637,0,471,한식,11,6,4,0,4,829,0,0,0,0,0,1,0
113,0,2235.0,4,289,5,0,2637,0,96,중식,12,5,5,0,4,817,0,0,0,0,1,0,0
63,0,2350.0,0,224,5,0,2637,0,516,한식,15,7,1,0,4,1203,0,0,0,0,0,1,0
41,0,2330.0,1,266,5,0,2637,0,486,한식,16,2,2,0,3,890,0,0,0,0,0,1,0
46,0,2323.0,2,268,5,0,2637,0,0,한식,17,8,3,0,4,864,1,0,0,0,0,0,0
60,0,2290.0,3,287,5,0,2637,0,343,한식,18,2,4,0,4,796,0,0,0,0,0,0,1
146,0,2186.0,4,305,5,0,2637,0,81,한식,19,5,5,0,5,662,0,0,0,0,1,0,0
63,0,2334.0,0,240,5,0,2637,0,504,한식,22,7,1,0,4,1207,0,0,0,0,0,1,0
47,0,2333.0,1,257,5,0,2637,0,429,한식,23,5,2,0,3,889,0,1,0,0,0,0,0
49,0,2311.0,2,277,5,0,2637,0,0,한식,24,2,3,0,4,852,0,0,0,0,0,0,1
57,0,2290.0,3,290,5,0,2637,0,320,한식,25,9,4,0,4,838,0,0,0,0,0,1,0
164,0,2171.0,4,302,5,0,2637,0,60,한식,26,4,5,0,4,597,0,0,0,0,0,1,0
88,0,2309.0,0,240,5,0,2637,0,394,한식,29,8,1,0,5,1193,0,0,0,0,0,1,0
57,0,2324.0,1,256,5,0,2637,0,293,중식,30,7,2,0,4,821,0,1,0,0,0,0,0
43,0,2329.0,2,265,5,0,2637,0,0,중식,31,3,3,0,4,910,0,0,0,1,0,0,0
66,0,2317.0,3,265,6,0,2648,0,317,한식,1,7,4,0,4,914,0,1,0,0,0,0,0
165,0,2190.0,4,293,6,0,2648,0,77,한식,2,2,5,0,4,699,0,0,0,0,0,0,1
633,0,1865.0,0,150,6,1,2648,1,174,한식,5,7,1,0,4,760,0,0,0,0,0,1,0
75,1,2345.0,2,228,6,0,2648,0,0,한식,7,9,3,0,4,1127,0,0,0,0,0,0,1
63,0,2311.0,3,274,6,0,2648,0,423,한식,8,4,4,0,4,857,0,0,0,0,0,0,1
130,0,2224.0,4,294,6,0,2648,0,67,중식,9,5,5,0,4,715,0,0,0,0,1,0,0
87,0,2352.0,0,209,6,0,2648,0,529,한식,12,8,1,0,4,1140,0,0,0,0,0,1,0
47,0,2367.0,1,234,6,0,2648,0,451,한식,13,6,2,0,4,916,0,0,0,0,0,1,0
55,0,2340.0,2,253,6,0,2648,0,0,한식,14,5,3,0,4,907,0,0,0,0,1,0,0
64,0,2316.0,3,268,6,0,2648,0,318,한식,15,2,4,0,3,763,0,0,0,0,0,0,1
164,0,2179.0,4,305,6,0,2648,0,62,한식,16,7,5,0,4,644,0,0,0,0,0,0,1
102,0,2320.0,0,226,6,0,2648,0,455,한식,19,7,1,0,4,1126,0,0,0,0,0,1,0
66,0,2329.0,1,253,6,0,2648,0,429,한식,20,2,2,0,4,888,0,1,0,0,0,0,0
60,0,2319.0,2,269,6,0,2648,0,0,일식,21,8,3,0,4,982,0,0,0,0,0,1,0
69,0,2306.0,3,273,6,0,2648,0,317,한식,22,2,4,0,3,875,0,0,0,1,0,0,0
162,0,2196.0,4,290,6,0,2648,0,57,한식,23,5,5,0,5,609,0,0,0,0,0,1,0
112,0,2299.0,0,237,6,0,2648,0,374,한식,26,9,1,0,3,1147,0,0,0,0,0,1,0
59,0,2333.0,1,256,6,0,2648,0,309,한식,27,2,2,0,5,973,0,0,0,0,0,1,0
58,0,2331.0,2,259,6,0,2648,0,0,한식,28,2,3,0,4,745,0,0,0,0,0,0,1
66,0,2316.0,3,266,6,0,2648,0,209,일식,29,1,4,0,4,814,0,0,0,0,1,0,0
188,0,2164.0,4,296,6,0,2648,0,34,한식,30,5,5,0,5,695,0,1,0,0,0,0,0
66,0,2559.0,0,214,7,0,2839,0,414,한식,3,8,1,0,4,1231,0,0,0,0,0,1,0
50,0,2542.0,1,247,7,0,2839,0,368,한식,4,6,2,0,4,962,0,0,0,0,0,1,0
46,0,2533.0,2,260,7,0,2839,0,0,중식,5,6,3,0,4,912,1,0,0,0,0,0,0
72,0,2499.0,3,268,7,0,2839,0,341,한식,6,7,4,0,4,821,0,1,0,0,0,0,0
146,0,2405.0,4,288,7,0,2839,0,73,중식,7,5,5,0,4,613,0,0,0,0,1,0,0
98,0,2526.0,0,215,7,0,2839,0,406,한식,10,8,1,0,4,1084,0,0,0,0,0,1,0
62,0,2545.0,1,232,7,0,2839,0,380,한식,11,4,2,0,5,866,0,0,0,0,0,1,0
69,0,2507.0,2,263,7,0,2839,0,0,특식,12,3,3,0,6,918,0,0,0,1,0,0,0
79,0,2483.0,3,277,7,0,2839,0,311,한식,13,7,4,0,4,765,0,1,0,0,0,0,0
209,0,2344.0,4,286,7,0,2839,0,57,한식,14,2,5,0,4,613,1,0,0,0,0,0,0
132,0,2495.0,0,212,7,0,2839,0,424,한식,17,7,1,0,4,1168,0,0,0,0,0,1,0
98,0,2502.0,1,239,7,0,2839,0,419,한식,18,5,2,0,4,916,0,1,0,0,0,0,0
79,0,2501.0,2,259,7,0,2839,0,0,중식,19,3,3,0,4,830,0,0,1,0,0,0,0
90,0,2471.0,3,278,7,0,2839,0,270,한식,20,2,4,0,3,750,0,0,0,0,0,1,0
206,0,2332.0,4,301,7,0,2839,0,46,한식,21,1,5,0,3,648,1,0,0,0,0,0,0
237,0,2391.0,0,211,7,0,2839,0,401,한식,24,8,1,0,5,1119,0,0,0,0,0,1,0
214,0,2382.0,1,243,7,0,2839,0,272,한식,25,2,2,0,4,827,0,0,0,0,1,0,0
254,0,2339.0,2,246,7,0,2839,0,0,한식,26,3,3,0,4,797,0,0,1,0,0,0,0
334,0,2265.0,3,240,7,0,2839,0,221,한식,27,5,4,0,4,804,0,0,0,0,1,0,0
419,0,2156.0,4,264,7,0,2839,0,46,한식,28,4,5,0,3,501,0,0,0,0,0,1,0
524,0,2159.0,0,156,7,0,2839,0,192,한식,31,8,1,0,4,945,0,0,0,0,0,1,0
466,0,1998.0,1,181,8,0,2645,0,320,한식,1,2,2,0,4,745,0,0,0,1,0,0,0
454,0,2003.0,2,188,8,0,2645,0,0,한식,2,4,3,0,5,799,0,0,0,0,0,0,1
451,0,1987.0,3,207,8,0,2645,0,301,한식,3,5,4,0,4,776,0,0,0,0,0,0,1
544,0,1863.0,4,238,8,0,2645,0,55,한식,4,7,5,0,4,668,0,0,0,0,0,1,0
428,0,2049.0,0,168,8,0,2645,0,351,한식,7,6,1,0,5,1078,0,0,0,0,0,1,0
414,0,2024.0,1,207,8,0,2645,0,350,한식,8,5,2,0,4,842,0,0,0,0,0,1,0
428,0,2007.0,2,210,8,0,2645,0,0,일식,9,1,3,0,4,946,0,0,0,0,1,0,0
438,0,1979.0,3,228,8,0,2645,0,292,한식,10,2,4,0,4,777,0,0,0,0,0,0,1
566,0,1839.0,4,240,8,0,2645,0,66,한식,11,7,5,0,4,710,0,1,0,0,0,0,0
863,0,1651.0,0,131,8,1,2645,1,114,한식,14,8,1,0,4,692,0,0,0,0,0,1,0
403,1,2062.0,2,180,8,0,2645,0,0,한식,16,2,3,0,3,973,0,0,0,0,0,1,0
357,0,2067.0,3,221,8,0,2645,0,380,한식,17,5,4,0,4,823,0,1,0,0,0,0,0
396,0,1977.0,4,272,8,0,2645,0,61,중식,18,2,5,0,4,731,0,0,0,0,1,0,0
74,0,2402.0,0,169,8,0,2645,0,618,한식,21,8,1,0,4,1232,0,0,0,0,0,1,0
74,0,2358.0,1,213,8,0,2645,0,484,중식,22,7,2,0,4,1053,0,0,0,1,0,0,0
72,0,2358.0,2,215,8,0,2645,0,0,한식,23,2,3,0,4,953,0,1,0,0,0,0,0
78,0,2308.0,3,259,8,0,2645,0,344,한식,24,6,4,0,3,843,0,0,0,0,0,1,0
164,0,2171.0,4,310,8,0,2645,0,55,한식,25,1,5,0,5,594,1,0,0,0,0,0,0
169,0,2251.0,0,225,8,0,2645,0,337,한식,28,8,1,0,4,1191,0,0,0,0,0,1,0
121,0,2264.0,1,260,8,0,2645,0,294,한식,29,5,2,0,4,877,0,0,0,0,0,1,0
116,0,2259.0,2,270,8,0,2645,0,0,한식,30,8,3,0,4,898,0,0,0,0,0,1,0
110,0,2254.0,3,281,8,0,2645,0,189,한식,31,2,4,0,3,852,0,0,0,0,0,0,1
177,0,2162.0,4,303,9,0,2642,0,45,한식,1,9,5,0,4,663,0,0,0,0,0,0,1
113,0,2286.0,0,243,9,0,2642,0,416,한식,4,8,1,0,5,1168,0,0,0,0,0,1,0
74,0,2303.0,1,265,9,0,2642,0,390,한식,5,7,2,0,4,924,0,1,0,0,0,0,0
69,0,2298.0,2,275,9,0,2642,0,0,한식,6,5,3,0,5,922,0,0,0,0,1,0,0
78,0,2285.0,3,279,9,0,2642,0,358,한식,7,2,4,0,3,926,0,0,0,0,0,1,0
155,0,2182.0,4,305,9,0,2642,0,66,중식,8,7,5,0,4,662,0,1,0,0,0,0,0
101,0,2338.0,0,203,9,0,2642,0,478,한식,11,7,1,0,4,1350,0,0,0,0,0,1,0
72,0,2328.0,1,242,9,0,2642,0,430,한식,12,2,2,0,3,993,0,0,0,1,0,0,0
57,0,2332.0,2,253,9,0,2642,0,0,일식,13,4,3,0,4,945,1,0,0,0,0,0,0
68,0,2283.0,3,291,9,0,2642,0,317,한식,14,5,4,0,3,860,0,1,0,0,0,0,0
198,0,2154.0,4,290,9,0,2642,0,70,한식,15,3,5,0,4,602,1,0,0,0,0,0,0
93,0,2329.0,0,220,9,0,2642,0,501,한식,18,8,1,0,4,1214,0,0,0,0,0,1,0
49,0,2347.0,1,246,9,0,2642,0,432,한식,19,6,2,0,4,958,0,0,0,0,0,1,0
62,0,2301.0,2,279,9,0,2642,0,0,한식,20,3,3,0,4,890,0,0,0,0,0,1,0
70,0,2292.0,3,280,9,0,2642,0,334,한식,21,2,4,0,3,820,0,0,0,0,0,0,1
174,0,2177.0,4,291,9,0,2642,0,67,한식,22,5,5,0,4,735,0,0,0,0,1,0,0
97,0,2287.0,0,258,9,0,2642,0,385,한식,25,8,1,0,4,1099,0,0,0,0,0,1,0
81,0,2300.0,1,261,9,0,2642,0,342,한식,26,5,2,0,4,902,0,0,0,0,0,1,0
70,0,2307.0,2,265,9,0,2642,0,0,한식,27,7,3,0,4,1023,0,0,0,0,0,0,1
102,0,2277.0,3,263,9,0,2642,0,202,한식,28,6,4,0,3,589,0,0,0,0,0,1,0
214,0,2180.0,4,248,9,1,2642,1,22,한식,29,8,5,0,4,760,0,0,0,0,0,1,0
105,1,2331.0,1,209,10,0,2645,1,641,한식,10,9,2,0,4,1265,0,0,0,0,0,0,1
60,0,2335.0,2,250,10,0,2645,0,0,중식,11,7,3,0,4,1109,0,0,0,1,0,0,0
46,0,2330.0,3,269,10,0,2645,0,1017,한식,12,5,4,0,4,989,0,1,0,0,0,0,0
63,0,2314.0,4,268,10,0,2645,0,86,한식,13,2,5,0,3,1015,0,0,0,0,0,1,0
90,0,2330.0,0,225,10,0,2645,0,464,한식,16,7,1,0,3,1173,0,0,0,0,0,1,0
56,0,2331.0,1,258,10,0,2645,0,453,한식,17,2,2,0,4,848,1,0,0,0,0,0,0
45,0,2330.0,2,270,10,0,2645,0,0,일식,18,1,3,0,5,814,0,0,0,0,1,0,0
67,0,2296.0,3,282,10,0,2645,0,341,중식,19,5,4,0,4,901,0,0,0,0,1,0,0
190,0,2154.0,4,301,10,0,2645,0,53,한식,20,2,5,0,3,533,0,0,0,0,0,1,0
116,0,2279.0,0,250,10,0,2645,0,435,한식,23,8,1,0,4,1115,0,0,0,0,0,1,0
65,0,2322.0,1,258,10,0,2645,0,400,한식,24,6,2,0,4,1037,0,0,0,0,0,1,0
75,0,2281.0,2,289,10,0,2645,0,0,한식,25,2,3,0,4,786,1,0,0,0,0,0,0
101,0,2242.0,3,302,10,0,2645,0,251,한식,26,5,4,0,3,824,0,0,0,0,1,0,0
210,0,2126.0,4,309,10,0,2645,0,57,한식,27,7,5,0,4,567,0,1,0,0,0,0,0
124,0,2271.0,0,250,10,0,2645,0,374,한식,30,5,1,0,4,1150,0,0,0,0,0,1,0
63,0,2292.0,1,290,10,0,2645,0,238,한식,31,7,2,0,4,955,0,1,0,0,0,0,0
63,0,2302.0,2,279,11,0,2644,0,0,일식,1,3,3,0,4,815,0,1,0,0,0,0,0
53,0,2287.0,3,304,11,0,2644,0,333,한식,2,2,4,0,4,854,0,0,0,0,0,1,0
173,0,2167.0,4,304,11,0,2644,0,58,중식,3,7,5,0,4,644,0,0,0,1,0,0,0
93,0,2307.0,0,244,11,0,2644,0,452,한식,6,8,1,0,4,1167,0,0,0,0,0,1,0
75,0,2301.0,1,268,11,0,2644,0,462,일식,7,1,2,0,5,943,0,0,0,0,1,0,0
60,0,2308.0,2,276,11,0,2644,0,0,한식,8,8,3,0,4,780,0,0,0,0,0,1,0
90,0,2267.0,3,287,11,0,2644,0,347,한식,9,5,4,0,4,797,0,1,0,0,0,0,0
184,0,2168.0,4,292,11,0,2644,0,56,한식,10,7,5,0,4,630,0,1,0,0,0,0,0
107,0,2297.0,0,240,11,0,2644,0,525,한식,13,8,1,0,4,1017,0,0,0,0,0,1,0
78,0,2297.0,1,269,11,0,2644,0,388,한식,14,7,2,0,4,924,0,1,0,0,0,0,0
87,0,2281.0,2,276,11,0,2644,0,0,한식,15,2,3,0,4,895,0,0,0,0,0,0,1
129,0,2232.0,3,283,11,0,2644,0,347,한식,16,5,4,0,5,736,0,1,0,0,0,0,0
213,0,2120.0,4,311,11,0,2644,0,58,한식,17,4,5,0,4,640,0,0,0,0,0,0,1
107,0,2300.0,0,237,11,0,2644,0,517,한식,20,2,1,0,3,1115,0,0,0,0,0,1,0
77,0,2311.0,1,256,11,0,2644,0,435,한식,21,5,2,0,5,954,0,0,0,0,1,0,0
64,0,2303.0,2,277,11,0,2644,0,0,한식,22,7,3,0,4,817,0,0,0,0,1,0,0
122,0,2234.0,3,288,11,0,2644,0,305,한식,23,2,4,0,3,758,0,0,0,0,0,0,1
210,0,2131.0,4,303,11,0,2644,0,63,한식,24,7,5,0,5,563,0,0,0,0,0,1,0
132,0,2250.0,0,262,11,0,2644,0,402,한식,27,8,1,0,4,1065,0,0,0,0,0,1,0
112,0,2267.0,1,265,11,0,2644,0,347,중식,28,7,2,0,4,929,0,0,0,1,0,0,0
78,0,2305.0,2,261,11,0,2644,0,0,한식,29,2,3,0,4,903,1,0,0,0,0,0,0
97,0,2280.0,3,267,11,0,2644,0,256,한식,30,7,4,0,4,781,0,0,0,0,0,1,0
243,0,2154.0,4,268,12,0,2665,0,136,한식,1,5,5,0,5,660,0,1,0,0,0,0,0
117,0,2342.0,0,206,12,0,2665,0,868,한식,4,7,1,0,4,1142,0,0,0,0,0,1,0
60,0,2380.0,1,225,12,0,2665,0,871,한식,5,6,2,0,3,939,0,0,0,0,0,1,0
78,0,2333.0,2,254,12,0,2665,0,0,일식,6,2,3,0,4,860,0,0,0,0,1,0,0
98,0,2297.0,3,270,12,0,2665,0,608,한식,7,5,4,0,4,740,0,0,0,1,0,0,0
169,0,2192.0,4,304,12,0,2665,0,141,한식,8,1,5,0,4,682,1,0,0,0,0,0,0
93,0,2353.0,0,219,12,0,2665,0,748,한식,11,7,1,0,4,1165,0,0,0,0,0,1,0
73,0,2355.0,1,237,12,0,2665,0,604,한식,12,2,2,0,3,884,0,0,0,1,0,0,0
67,0,2352.0,2,246,12,0,2665,0,0,일식,13,4,3,0,4,978,1,0,0,0,0,0,0
105,0,2294.0,3,266,12,0,2665,0,309,한식,14,2,4,0,4,875,1,0,0,0,0,0,0
208,0,2169.0,4,288,12,0,2665,0,48,중식,15,7,5,0,4,618,0,0,0,1,0,0,0
140,0,2295.0,0,230,12,0,2665,0,156,한식,18,8,1,0,5,1149,0,0,0,0,0,1,0
109,0,2287.0,1,269,12,0,2665,0,146,한식,19,6,2,0,4,715,0,0,0,0,0,1,0
108,0,2295.0,2,262,12,0,2665,0,0,중식,20,7,3,0,5,814,0,1,0,0,0,0,0
127,0,2276.0,3,262,12,0,2665,0,102,한식,21,9,4,0,4,692,0,0,0,0,0,0,1
239,0,2156.0,4,270,12,1,2665,1,34,한식,22,5,5,0,4,565,0,0,0,0,1,0,0
267,1,2171.0,1,227,12,0,2665,1,62,한식,26,8,2,0,5,915,0,0,0,0,0,1,0
169,0,2241.0,2,255,12,0,2665,0,0,한식,27,2,3,0,3,571,0,0,0,0,0,1,0
240,0,2165.0,3,260,12,0,2665,0,55,한식,28,7,4,0,4,311,0,1,0,0,0,0,0
489,0,1934.0,4,242,12,1,2665,1,5,한식,29,5,5,0,5,394,0,0,0,1,0,0,0
73,1,2480.0,1,102,1,0,2655,1,301,한식,2,8,2,0,4,1148,0,1,0,0,0,0,0
60,0,2388.0,2,207,1,0,2655,0,0,한식,3,2,3,0,4,883,0,0,0,0,0,0,1
67,0,2362.0,3,226,1,0,2655,0,326,한식,4,7,4,0,4,893,0,0,0,0,0,1,0
152,0,2257.0,4,246,1,0,2655,0,58,중식,5,5,5,0,4,762,0,0,0,0,1,0,0
100,0,2361.0,0,194,1,0,2655,0,377,한식,8,8,1,0,5,1178,0,0,0,0,0,1,0
70,0,2370.0,1,215,1,0,2655,0,298,한식,9,5,2,0,4,816,0,0,0,0,1,0,0
58,0,2387.0,2,210,1,0,2655,0,0,중식,10,3,3,0,4,865,0,0,0,0,0,1,0
73,0,2344.0,3,238,1,0,2655,0,337,한식,11,2,4,0,4,911,0,0,0,0,0,1,0
163,0,2226.0,4,266,1,0,2655,0,59,한식,12,2,5,0,3,679,0,0,0,0,1,0,0
112,0,2351.0,0,192,1,0,2655,0,443,한식,15,7,1,0,4,1256,0,0,0,0,0,1,0
73,0,2366.0,1,216,1,0,2655,0,405,한식,16,4,2,0,5,1076,0,0,0,0,0,0,1
70,0,2362.0,2,223,1,0,2655,0,0,한식,17,5,3,0,4,969,0,0,0,0,1,0,0
